group_8256	group_8256	1.0	core
group_8254	group_8254	1.0	core
group_8248	group_8248	1.0	core
group_8246	group_8246	1.0	core
group_8234	group_8234	1.0	core
group_8226	group_8226	1.0	core
group_8222	group_8222	1.0	core
group_8219	group_8219	1.0	core
group_8216	group_8216	1.0	core
group_8209	group_8209	1.0	core
group_8207	group_8207	1.0	core
group_8206	group_8206	1.0	core
group_8203	group_8203	1.0	core
group_8202	group_8202	1.0	core
group_8201	group_8201	1.0	core
group_8197	group_8197	1.0	core
group_8191	group_8191	1.0	core
group_8190	group_8190	1.0	core
group_8185	group_8185	1.0	core
group_8184	group_8184	1.0	core
group_8183	group_8183	1.0	core
group_8182	group_8182	1.0	core
group_8180	group_8180	1.0	core
group_8178	group_8178	1.0	core
group_8177	group_8177	1.0	core
group_8175	group_8175	1.0	core
group_8174	group_8174	1.0	core
group_8172	group_8172	1.0	core
group_8170	group_8170	1.0	core
group_8164	group_8164	1.0	core
group_8161	group_8161	1.0	core
group_8159	group_8159	1.0	core
group_8154	group_8154	1.0	core
group_8152	group_8152	1.0	core
group_8148	group_8148	1.0	core
group_8144	group_8144	1.0	core
bamA	bamA	1.0	core
group_8142	group_8142	1.0	core
group_8138	group_8138	1.0	core
group_8137	group_8137	1.0	core
group_8136	group_8136	1.0	core
group_8135	group_8135	1.0	core
mreC	mreC	1.0	core
group_8134	group_8134	1.0	core
group_8129	group_8129	1.0	core
group_8127	group_8127	1.0	core
group_8125	group_8125	1.0	core
group_8123	group_8123	1.0	core
group_8120	group_8120	1.0	core
group_8119	group_8119	1.0	core
group_8118	group_8118	1.0	core
group_8116	group_8116	1.0	core
group_8114	group_8114	1.0	core
group_8113	group_8113	1.0	core
group_8111	group_8111	1.0	core
group_8110	group_8110	1.0	core
group_8108	group_8108	1.0	core
group_8107	group_8107	1.0	core
group_8104	group_8104	1.0	core
group_8103	group_8103	1.0	core
group_8101	group_8101	1.0	core
group_8098	group_8098	1.0	core
group_8095	group_8095	1.0	core
group_8086	group_8086	1.0	core
group_8085	group_8085	1.0	core
group_8084	group_8084	1.0	core
group_8079	group_8079	1.0	core
group_8077	group_8077	1.0	core
group_8075	group_8075	1.0	core
group_8074	group_8074	1.0	core
group_8071	group_8071	1.0	core
group_8063	group_8063	1.0	core
group_8062	group_8062	1.0	core
group_8059	group_8059	1.0	core
group_8057	group_8057	1.0	core
group_8056	group_8056	1.0	core
group_8053	group_8053	1.0	core
group_8052	group_8052	1.0	core
group_8050	group_8050	1.0	core
group_8046	group_8046	1.0	core
group_8045	group_8045	1.0	core
group_8042	group_8042	1.0	core
group_8041	group_8041	1.0	core
group_8038	group_8038	1.0	core
group_8033	group_8033	1.0	core
group_8031	group_8031	1.0	core
group_8029	group_8029	1.0	core
group_8028	group_8028	1.0	core
group_8027	group_8027	1.0	core
group_8026	group_8026	1.0	core
group_8024	group_8024	1.0	core
group_8020	group_8020	1.0	core
group_8019	group_8019	1.0	core
group_8018	group_8018	1.0	core
group_8017	group_8017	1.0	core
group_8015	group_8015	1.0	core
group_8013	group_8013	1.0	core
group_8012	group_8012	1.0	core
group_8011	group_8011	1.0	core
group_8009	group_8009	1.0	core
group_8005	group_8005	1.0	core
group_8004	group_8004	1.0	core
group_8003	group_8003	1.0	core
